"id","nom","nbAvis","latitude","longitude","shape_gid","gtrip"
"1119908","Au General Lafayette","354","48.8752","2.34126","83329","187147"
"2232989","Mamma Filomena","5","48.84096","2.38749","83324","187147"
"1547882","Le Nansouty","69","48.88912","2.34633","83250","187147"
"3309230","Atao","43","48.88874","2.31996","82475","187147"
"719522","Les Fernandises","71","48.86843","2.37017","83328","187147"
"1769293","Pomme de Pain","9","48.842808","2.369576","83324","187147"
"2571411","Le Sevigne","147","48.858486","2.36263","83332","187147"
"1150452","La Soummam","73","48.850925","2.350596","82476","187147"
"1905089","Q Bar","27","48.85938","2.38698","83328","187147"
"719053","Le Bucheron","128","48.85582","2.35984","83325","187147"
"783286","Les Voisins","85","48.87098","2.3629","66451","187147"
"2541290","Valentino","53","48.864","2.34159","82481","187147"
"1337260","Kavod","105","48.87121","2.31177","76102","187147"
"816936","La Plage Parisienne","407","48.848133","2.279169","83331","187147"
"1035577","The Cross of Saint George","105","48.87699","2.33714","83329","187147"
"2361209","Casa Bini","210","48.85225","2.33754","83333","187147"
"1011477","saint germaine creperie","5","48.85347","2.333232","83333","187147"
"2042022","le vin au vert","33","48.88215","2.34615","83329","187147"
"1190225","L  assassin","44","48.868675","2.379967","83328","187147"
"780747","Chai 33","796","48.833252","2.386716","83324","187147"
"922937","Restaurant Petrossian, le 144","126","48.86112","2.30997","83327","187147"
"2630436","Le Colibri","78","48.88527","2.33459","83250","187147"
"911270","La Vallee  du Kashmir","130","48.84256","2.32445","82477","187147"
"1035544","Au Negociant","5","48.88913","2.34496","83250","187147"
"3431261","Le Marmiton De Lutece","442","48.85223","2.3459","82476","187147"
"3731666","L  Epicerie Montorgueil","21","48.86377","2.34646","82481","187147"
"1536368","O Mantra","53","48.85336","2.33792","83333","187147"
"1335811","Alizee Creperie Gourmet","107","48.85767","2.35738","83325","187147"
"1633942","La Gueuze","340","48.84718","2.34148","82476","187147"
"1150947","93 Montmartre","14","48.8679","2.34375","83326","187147"
"3316013","Le Lloyd  s","19","48.87672","2.31299","76102","187147"
"2450315","Hope Cafe","73","48.88974","2.33994","83250","187147"
"3732181","Neo Bento","158","48.8623","2.3652","83332","187147"
"695168","BAR des THEATRES","83","48.86559","2.30375","76102","187147"
"1391399","La Marquise","178","48.84528","2.32073","83333","187147"
"3547769","Tang Opéra","33","48.87084","2.33689","83329","187147"
"2514286","Il Palazzo","38","48.87394","2.33649","83329","187147"
"1557359","Tokyo Eat","451","48.864784","2.295113","83330","187147"
"1335761","Al Bayader  - FERMÉ","4","48.87729","2.34461","83329","187147"
"1335805","Al Mina","28","48.83891","2.26152","83330","187147"
"3746293","Fafa","5","48.88247","2.33346","83329","187147"
"1336696","Le Bobar","2","48.85204","2.36556","83325","187147"
"3721618","La Cerise sur la Pizza - Belleville","87","48.86782","2.37795","83328","187147"
"3678414","EH Oui","18","48.85174","2.31733","83327","187147"
"2501857","Villa des Ternes","51","48.8818","2.28891","82475","187147"
"1390893","Bac Saint Germain","16","48.8559","2.32562","83327","187147"
"3721245","Reflets du Liban","65","48.86278","2.35327","83332","187147"
"3437168","Augustin","67","48.83256","2.31821","82477","187147"
"3653363","Les Petits Papiers","125","48.86341","2.36926","83328","187147"
"3696280","L  esplanade Saint Eustache","61","48.86327","2.34669","82481","187147"
"2614357","Pasta Nova","6","48.85929","2.34776","82481","187147"
"3689157","Atelier Guy Martin","2","48.87374","2.31591","76102","187147"
"1336472","Le Job","1","48.88993","2.33892","83250","187147"
"3222126","Au Reveil du XV","44","48.83837","2.31148","83331","187147"
"3736573","Chez Tonia","1","48.88038","2.32544","76102","187147"
"3707430","Gomaya","20","48.85142","2.34465","82476","187147"
"3730051","Arnaud Larher Patissier chocolatier","29","48.85209","2.337","83333","187147"
"3681860","Da Zagara","94","48.85363","2.30719","83327","187147"
"3383268","Restaurant Le Wengé","24","48.83769","2.31882","82477","187147"
"3784592","Pizza Caratello","314","48.88517","2.33592","83250","187147"
"3737010","Ristorante Cefalu","2","48.85228","2.3935","83328","187147"
"3153052","La Forge","66","48.87833","2.37376","82479","187147"
"2720966","Zekai","27","48.88354","2.29667","82475","187147"
"1035192","LA CRIEE LAGRANGE","160","48.851387","2.348431","82476","187147"
"3758841","Le 37 m2 Blanche","8","48.88093","2.34415","83329","187147"
"3680593","Bistrot Didot","46","48.83279","2.32077","82477","187147"
"1334476","O  Zaromes","30","48.83925","2.28574","83331","187147"
"1085694","Café Marco Polo","127","48.847904","2.39807","83324","187147"
"3681948","Eugène","10","48.89031","2.33309","83250","187147"
"3440589","Etoile du Kashmir","39","48.88314","2.32382","82475","187147"
"1465810","Le Musset","214","48.863834","2.334283","82481","187147"
"719084","Le Clos Morillons","70","48.832073","2.303388","83331","187147"
"712120","Buffalo Grill  - FERMÉ","2","48.84938","2.35561","82476","187147"
"2699830","Bruschet Caffe","24","48.85671","2.34226","82481","187147"
"742374","Wang Lee","10","48.89354","2.32431","82475","187147"
"2083491","Teppanyaki Yonghua","35","48.84351","2.40189","83324","187147"
"1017498","Hoa Nam","48","48.82339","2.3655","82480","187147"
"3567998","Il Teatro","101","48.84693","2.28532","83331","187147"
"788214","Thing Thing  - FERMÉ","6","48.831867","2.370119","82480","187147"
"3704607","Bar Brasserie","13","48.8841","2.333","83250","187147"
"1582416","Restaurant  A- Mi- Chemin","132","48.83318","2.32836","82477","187147"
"719173","Le Nemrod","291","48.84888","2.32525","83333","187147"
"1892330","Mayju  - FERMÉ","4","48.84596","2.352791","82476","187147"
"1635311","Les Deus Savoies","120","48.845783","2.373648","83324","187147"
"1912647","La Maison Grecque","26","48.874863","2.331465","83329","187147"
"2169983","La Timbale","74","48.8944","2.3451","83250","187147"
"949849","Bellota-Bellota® Tour Eiffel","110","48.86045","2.30736","83327","187147"
"1557083","Procopio Angelo","130","48.86128","2.34346","82481","187147"
"2641938","Espressamente Illy Bercy Village","34","48.83329","2.38682","83324","187147"
"3203926","La Provence","18","48.89032","2.31988","82475","187147"
"2526578","Brooklyn Café","123","48.8781","2.28786","82475","187147"
"2312297","Nespresso Boutique","103","48.87262","2.29872","76102","187147"
"2276873","Al Taglio","106","48.8647","2.37384","83328","187147"
"793470","Le Bistro de Pekin","36","48.87133","2.307973","76102","187147"
"3653037","Colorova Pâtisserie","178","48.84692","2.32601","83333","187147"
"3254118","The Bootlagers","102","48.83093","2.38139","82480","187147"
"1019800","Les prolongations","43","48.85026","2.29377","83331","187147"
"3457208","Georges","22","48.860474","2.35179","83325","187147"
"1035389","Xinh Xinh","34","48.83895","2.36055","82480","187147"
"719073","Le Chant des Voyelles","271","48.85904","2.350122","83325","187147"
"718149","L  Ecluse","224","48.87046","2.32394","76102","187147"
"1335445","Mammalina","51","48.85505","2.34186","83333","187147"
"1954920","cafe dellac","22","48.87212","2.34604","83329","187147"
"2365880","O   Paris","45","48.871674","2.386044","82478","187147"
"948570","Taisho Ken","39","48.86707","2.33591","82481","187147"
"715089","Fontanarosa","157","48.84689","2.30469","83331","187147"
"1331794","Sumo","17","48.84984","2.34699","82476","187147"
"718680","La Grille Saint Germain","204","48.85186","2.33524","83333","187147"
"719426","Le Sofa","11","48.85593","2.37136","83328","187147"
"718185","l opportun","160","48.840656","2.326752","82477","187147"
"718054","Indiana Cafe","474","48.84343","2.32507","83333","187147"
"815179","Korean Barbeque","32","48.84273","2.32609","82477","187147"
"1336833","L  Archelle","17","48.847343","2.305578","83331","187147"
"720164","Zébra Square","158","48.85127","2.27859","83330","187147"
"3598371","Le Chien Qui Fume","55","48.845036","2.318398","83331","187147"
"719578","Mansouria","240","48.85147","2.38381","83328","187147"
"2445160","Cafe Templier","51","48.83902","2.31463","83331","187147"
"1630661","La Grange des sœurs aubry","138","48.84259","2.34971","82476","187147"
"1026608","Madeleine Bastille","105","48.870766","2.347819","83329","187147"
"714968","Restaurant Jean","196","48.87685","2.33834","83329","187147"
"983391","Le Requin Chagrin","31","48.8446","2.34922","82476","187147"
"807974","Bioboa","43","48.8679","2.34375","83326","187147"
"808665","Le Rostand","208","48.84775","2.340091","83333","187147"
"1925919","Chez Maman","7","48.85843","2.30765","83327","187147"
"2540712","Wepler","71","48.88355","2.32707","82475","187147"
"1328307","Operasie","14","48.8719","2.33495","83329","187147"
"2015611","La Cantine des Tontons 14 eme  - FERMÉ","15","48.83148","2.32943","82477","187147"
"950632","Rim Café","125","48.852634","2.344345","82476","187147"
"2351523","Le Siam","169","48.85935","2.34869","83325","187147"
"796519","Nabuchodonosor  - FERMÉ","13","48.86078","2.30239","83327","187147"
"1162263","Chez Momo","63","48.85308","2.345356","82476","187147"
"814018","The Lounge Club","19","48.86366","2.33237","82481","187147"
"1337044","Darjeeling","68","48.87769","2.2905","82475","187147"
"1194870","Villa del padre","74","48.88092","2.3512","66451","187147"
"1631881","Pastapapa","105","48.869904","2.310821","76102","187147"
"2494490","Traiteur Beyrouth","18","48.86186","2.35071","83332","187147"
"3345318","Les Vendanges","168","48.82438","2.32354","82477","187147"
"1871967","Chez Eugene","507","48.88656","2.34059","83250","187147"
"1175069","Les Enfants Rouges","271","48.86292","2.36125","83332","187147"
"1035371","Vasco de Gama  - FERMÉ","5","48.83692","2.28345","83331","187147"
"2701185","BIOBURGER","118","48.86798","2.3355","83326","187147"
"1336037","Le Zakouski","34","48.834988","2.320561","82477","187147"
"2528023","Brioche Doree","78","48.85167","2.34331","82476","187147"
"3237450","Le Dit Vin","49","48.88135","2.33158","83329","187147"
"789900","Feyrouz","226","48.85014","2.2919","83331","187147"
"2177548","Jeanne A","140","48.86623","2.37183","83328","187147"
"812906","Restaurant Múkura","41","48.874","2.3823","82479","187147"
"718165","L  Escale du Liban","35","48.855984","2.359121","83325","187147"
"1035600","La Mamma","125","48.84283","2.32892","83333","187147"
"1307789","Les Rigoles","62","48.8733","2.39013","82478","187147"
"2220017","Le Danton","230","48.852833","2.342253","83333","187147"
"794833","KIRAN  - FERMÉ","5","48.87063","2.33889","83329","187147"
"2037763","Au Grat  In","7","48.87676","2.33639","83329","187147"
"1079383","Au Crocodile","4","48.86666","2.34524","83326","187147"
"919027","Le sully","17","48.870056","2.353169","66451","187147"
"830073","Les sommets de l  himalaya","65","48.85943","2.35051","83325","187147"
"2011853","Aux Villes du Nord","102","48.87977","2.35528","66451","187147"
"1035664","L  Asiatik Debby Wang","16","48.866486","2.286117","83330","187147"
"1322585","Tribal Cafe","18","48.87308","2.35221","66451","187147"
"2285761","Cake Shop at Mandarin Oriental, Paris","13","48.86714","2.32708","82481","187147"
"1126487","L  Etoile du Kashmir","55","48.85347","2.37982","83328","187147"
"1999806","A6 O9","22","48.856667","2.350987","83325","187147"
"1035547","Le Rez de Chaussee","39","48.868095","2.390182","82478","187147"
"1941039","Cafe Bonaparte","340","48.85461","2.33363","83333","187147"
"719827","Petit Bofinger","146","48.85392","2.368281","83325","187147"
"1116685","Cafe Madeleine","460","48.87097","2.32514","76102","187147"
"1035561","Cafe Pistache","7","48.8663","2.33876","82481","187147"
"3294184","Le Hoche","62","48.876385","2.302002","76102","187147"
"2048471","La Scuderia Del Mulino","224","48.88425","2.33114","83250","187147"
"1051020","Chez la Mere Catherine","703","48.88674","2.34064","83250","187147"
"949738","L  oisivethe","15","48.82814","2.3516","82480","187147"
"1371353","Le Central Cafe","13","48.84079","2.31639","83331","187147"
"3612323","L  architoque","30","48.84228","2.330722","83333","187147"
"3514952","Maison Guyard","13","48.85815","2.32853","83327","187147"
"3637266","Restaurant Cap","75","48.88777","2.31182","82475","187147"
"714911","Cafe Ruc","537","48.86323","2.335246","82481","187147"
"3159270","Au Bistro","45","48.866062","2.33117","82481","187147"
"3653353","Thés de Chine","7","48.84946","2.35363","82476","187147"
"1156816","chocolattitude","2","48.834652","2.327626","82477","187147"
"3640357","Fils de Mama","1","48.873703","2.344256","83329","187147"
"1035327","Phuong Hoang  - FERMÉ","2","48.825428","2.365057","82480","187147"
"967588","Chez Diep","83","48.87071","2.30951","76102","187147"
"715054","Domaine de Lintillac","56","48.88038","2.3314","83329","187147"
"3640249","Les Agapes","64","48.83806","2.25985","83330","187147"
"2687825","Une Mère une Fille à Paris","10","48.84643","2.30704","83331","187147"
"787560","xx","6","48.86516","2.36899","83328","187147"
"3387694","Le Rempart","76","48.85396","2.366134","83325","187147"
"2282656","Macraw","8","48.84494","2.32052","83331","187147"
"1146681","L  Oiseau Blanc","39","48.87611","2.32367","76102","187147"
"3647063","Bedford Ave Broklyn Diner","156","48.85639","2.30562","83327","187147"
"3463890","LE KELLER","208","48.87307","2.30542","76102","187147"
"719799","Oya Cafe","22","48.83613","2.35309","82480","187147"
"2374286","l  Epoque","18","48.87478","2.2834","83330","187147"
"3534761","Bao Wong","63","48.84525","2.40217","83324","187147"
"951085","Thai","4","48.86664","2.33307","82481","187147"
"2281495","Tiger Wok","52","48.824238","2.388741","76678","187147"
"1053973","Fleurs de Mai","89","48.82313","2.36229","82480","187147"
"3679501","Croque Minute","49","48.887024","2.34135","83250","187147"
"719867","Restaurant du Hammam de la Mosquee","63","48.84179","2.35573","82476","187147"
"1025531","Le Nioumre","12","48.88611","2.35021","83250","187147"
"742368","La Riviera","17","48.89255","2.31673","82475","187147"
"815155","Sapporo Ramen","371","48.86631","2.33551","82481","187147"
"715077","Eugene","45","48.875256","2.316185","76102","187147"
"1336945","La Citrouille","295","48.8533","2.3379","83333","187147"
"2295254","Le Rouge et le Verre","51","48.87896","2.28761","82475","187147"
"1410196","Boulangerie Colin","6","48.86594","2.34464","83326","187147"
"718806","Le Berkeley","300","48.870262","2.311653","76102","187147"
"2208670","Au Grain de Folie","102","48.88476","2.34039","83250","187147"
"2632753","LA CRIEE BONNE NOUVELLE","170","48.87048","2.34893","66451","187147"
"719946","Palais de Tokyo","57","48.86481","2.29633","83330","187147"
"1337931","Cibus","54","48.86483","2.33561","82481","187147"
"2251921","Saveurs de Parme","53","48.85629","2.30223","83327","187147"
"2105843","Le Paname","206","48.862873","2.348591","82481","187147"
"2186197","HD Diner Saint Michel","258","48.85288","2.34339","83333","187147"
"1327146","Coccodrillo","25","48.88801","2.30681","82475","187147"
"719172","Le Murat","275","48.84783","2.258853","83330","187147"
"949869","Rosimar","38","48.84865","2.2633","83330","187147"
"943272","bassanti","89","48.838623","2.323236","82477","187147"
"780651","OKI","76","48.859997","2.344042","82481","187147"
"1155579","Le Moderne","53","48.85359","2.36705","83325","187147"
"2195126","2 Bis Cafe-Restaurant","57","48.8476","2.35218","82476","187147"
"2202987","Delices Lepic","32","48.88474","2.33367","83250","187147"
"719178","Le Pere Claude","287","48.8504","2.29983","83331","187147"
"1239113","Glou","437","48.86034","2.3615","83332","187147"
"779380","Le Mono","46","48.88516","2.33485","83250","187147"
"1323211","Fukushima","38","48.85354","2.28996","83331","187147"
"3467364","Le Saint Régis","1127","48.92792","2.510507","58056","187147"
"3136002","TIN TIN","32","48.890987","2.360497","83250","187147"
"2721877","Le Tablier Rouge","55","48.86897","2.39705","82478","187147"
"2479999","Starbucks  Odeon","18","48.852356","2.339848","83333","187147"
"804437","Le Barbat","95","48.853703","2.372693","83328","187147"
"1734464","L  Horloge","4","48.848125","2.323909","83333","187147"
"2349237","Taissei","90","48.84081","2.324467","82477","187147"
"2010266","Bar Lindbergh","23","48.872414","2.337046","83329","187147"
"3611496","Au Petit Chez Soi","1","48.84656","2.30457","83331","187147"
"2010330","Aux Petits Joueurs","47","48.88036","2.39616","82479","187147"
"911466","L  Enclos du Temps","28","48.84281","2.32083","83331","187147"
"3158621","Hoki sushi","63","48.86302","2.34872","82481","187147"
"1211941","Chez Calde","177","48.85342","2.34007","83333","187147"
"2632742","Pizza Sandro","37","48.84726","2.30421","83331","187147"
"1536352","Le Bistro de Gaspard","83","48.85164","2.31032","83327","187147"
"2502424","Le Gout des Hôtes","7","48.88061","2.31846","76102","187147"
"1435274","O Fil De L  O","10","48.85062","2.35288","82476","187147"
"1425916","Cafe poussin","63","48.84892","2.266","83330","187147"
"1776809","Hokkaido","57","48.86387","2.34315","82481","187147"
"718081","Kambodgia","116","48.86902","2.29734","83330","187147"
"815184","Flam  s Colisee","166","48.87076","2.308475","76102","187147"
"695241","Café Burq","77","48.88591","2.33609","83250","187147"
"1744012","Opera Mandarin","146","48.87045","2.33112","83329","187147"
"808998","La Giocconda","87","48.88814","2.316742","82475","187147"
"2692627","Unisex","334","48.86964","2.30805","76102","187147"
"871512","ellis island cafe  - FERMÉ","55","48.855267","2.330359","83327","187147"
"1334015","Pizza Trionfo La Bedaine","100","48.87707","2.29575","82475","187147"
"2717081","Le Nazir","186","48.8857","2.33519","83250","187147"
"1912643","R  Yves","152","48.83191","2.33978","82477","187147"
"695272","Anahi","130","48.86709","2.35835","83332","187147"
"3501683","O.Kay Café","27","48.88744","2.37896","82479","187147"
"2084200","La Garconniere","4","48.85862","2.35485","83325","187147"
"3228588","Pizzeria Pepone","122","48.853226","2.337888","83333","187147"
"1986563","Pizzeria Luciana","21","48.84524","2.34249","82476","187147"
"2097032","Le Floreal","11","48.84869","2.29876","83331","187147"
"1532427","l  invitation","8","48.84104","2.26235","83330","187147"
"1035388","Cafe Ke  - FERMÉ","8","48.831932","2.386796","83324","187147"
"1013618","Wabosso","12","48.85297","2.33398","83333","187147"
"1035427","Khatag","61","48.86192","2.35093","83332","187147"
"1009978","Flam  s","320","48.85984","2.34758","82481","187147"
"2570757","Café République","223","48.86681","2.36418","83328","187147"
"1205615","Le Jumeyrah","130","48.865208","2.37765","83328","187147"
"718692","La Maison du Caviar","57","48.87046","2.3017","76102","187147"
"2428798","L  Endroit","111","48.88649","2.3179","82475","187147"
"2642170","La Table De Fes","4","48.84414","2.32968","83333","187147"
"3184173","O  36","19","48.8738","2.30669","76102","187147"
"718062","Indra","32","48.87276","2.30912","76102","187147"
"2186519","Le Triadou Haussmann Brasserie","360","48.87401","2.3253","76102","187147"
"3701872","Art bistro","55","48.88072","2.328715","83329","187147"
"3678901","L  Allegro Caffé","6","48.85113","2.34424","82476","187147"
"1770825","Restaurant Le Coq","525","48.8624","2.28207","83330","187147"
"1820065","Brasserie Lola","166","48.84671","2.29377","83331","187147"
"1390885","Au Bistrot de la Montagne","50","48.84789","2.34852","82476","187147"
"2468640","Le Huit","14","48.86609","2.30751","76102","187147"
"1322571","Restau. Cyclo","48","48.873604","2.384049","82479","187147"
"2014745","La Taverne Grecque","163","48.85285","2.3462","82476","187147"
"3187762","LE CAPITAINE FRACASSE","13","48.852997","2.283881","83330","187147"
"2262306","Chocolatier Confiseur Carre de...","2","48.87079","2.32613","83329","187147"
"2536258","Pizza Amalfi","192","48.8506","2.29184","83331","187147"
"3185402","Le Circus","82","48.82567","2.34696","82480","187147"
"720151","Wadja","114","48.84228","2.33073","83333","187147"
"1863373","Le 27 Gourmand","42","48.88268","2.32395","76102","187147"
"1336068","Au Palais de Joie Nicosef","17","48.8378","2.27847","83331","187147"
"778364","La Lune","61","48.82233","2.36295","82480","187147"
"3506948","Paul Boulangerie et Patisserie","45","48.85371","2.33692","83333","187147"
"784869","Deux Cigales","76","48.84313","2.33007","83333","187147"
"1800036","La Favorite","389","48.85513","2.36133","83325","187147"
"3611044","La Rose de Damas","89","48.84941","2.35519","82476","187147"
"719098","La Sourdine","4","48.888947","2.331741","83250","187147"
"3612574","La Terrasse Paris","38","48.86876","2.3307","82481","187147"
"3229768","Lotus de Siam","42","48.87169","2.30797","76102","187147"
"2238430","Au Baroudeur","207","48.85069","2.38429","83328","187147"
"803911","l  auberge du Pere Louis","173","48.873726","2.34483","83329","187147"
"2655565","Murphy  s House","66","48.87183","2.33382","83329","187147"
"944250","Auberge des Deux Dragons","4","48.84966","2.34011","83333","187147"
"3607686","Nolita Pizza","157","48.860218","2.356408","83332","187147"
"3576199","Les Papilles","5","48.8757","2.34249","83329","187147"
"719863","Renoma Cafe Gallery","269","48.86901","2.30119","76102","187147"
"1337300","Karnile","1","48.85325","2.35381","83325","187147"
"775346","Chez Vong","243","48.86276","2.34918","82481","187147"
"2035910","La Maison Mere","168","48.87948","2.3396","83329","187147"
"1035148","Restaurant Istanbul Lyon","11","48.88542","2.35934","83250","187147"
"3606073","Fervere","3","48.867","2.37372","83328","187147"
"3577232","Boulangerie Mauvieux","1","48.89343","2.33794","83250","187147"
"1327114","Chocoline","2","48.87132","2.32625","83329","187147"
"1749830","SHIN JUNG","41","48.84324","2.30043","83331","187147"
"3578743","Litchi Bar","4","48.85171","2.33646","83333","187147"
"1340023","Le Dampierre","24","48.89425","2.38411","82479","187147"
"3378551","Vegan Folie  s","71","48.84336","2.34951","82476","187147"
"3545530","Thabtim Siam","12","48.88083","2.324328","76102","187147"
"3538920","L  Ecole Buissonnière","39","48.88811","2.30669","82475","187147"
"3655429","Cafe Vigouroux","102","48.85969","2.34676","82481","187147"
"3364531","Café Les Rosiers","37","48.856323","2.361058","83325","187147"
"1330322","Takayama","2","48.87358","2.34402","83329","187147"
"1325562","Six  Dwich","5","48.8738","2.30669","76102","187147"
"3540594","Mad  Café","7","48.87059","2.32679","83329","187147"
"2733010","La Table de Chine","10","48.83689","2.318245","82477","187147"
"1035131","Faugeron","1","48.789185","2.31789","71665","187147"
"3235982","Aqua Caffé au salon sur l  eau","256","48.86428","2.34394","82481","187147"
"799778","McDonald  s","89","48.85918","2.345067","82481","187147"
"3199596","Le Boul’Mich Bar","20","48.85195","2.3409","83333","187147"
"1163460","La salle à Manger","72","48.8396","2.3498","82476","187147"
"3570721","Le Relais du Louvre","75","48.86145","2.34111","82481","187147"
"2702948","Restaurant Vatel","81","48.88955","2.31691","82475","187147"
"719943","Le Comptoir de Thiou  - FERMÉ","20","48.86598","2.30147","76102","187147"
"3188447","Otaku","37","48.84631","2.40031","83324","187147"
"2614555","La Dolce Vita","35","48.8464","2.37386","83324","187147"
"3538871","Dod, Dish of the Day  - FERMÉ","1","48.86126","2.35149","83325","187147"
"2704303","KOFF","186","48.88468","2.3401","83250","187147"
"1337430","Jamuna","27","48.82926","2.37218","82480","187147"
"3237408","Chez Bebert","70","48.87751","2.28409","82475","187147"
"2445929","Lenotre","23","48.879555","2.33618","83329","187147"
"2692744","Au Rendez-Vous Des Artistes","78","48.88192","2.33945","83329","187147"
"695232","Buffalo Grill","537","48.883606","2.33247","83250","187147"
"3630473","Le Clin d  Oeil","37","48.84188","2.30677","83331","187147"
"2372601","Clasico Argentino","41","48.85046","2.38339","83324","187147"
"790042","Lai-lai Ken","132","48.86576","2.33526","82481","187147"
"2484218","Le Bouche a Oreilles","80","48.82756","2.35197","82480","187147"
"714928","Cave de L  Os a Moelle","84","48.83805","2.28182","83331","187147"
"1582083","Non Solo Cucina","123","48.8564","2.26687","83330","187147"
"695110","Au Petit Paris","50","48.882","2.29762","82475","187147"
"1035085","Cafe Runtz","2","48.870537","2.337884","83329","187147"
"3148807","ASSAGIO","161","48.86026","2.35472","83325","187147"
"1335294","Meteora","56","48.85285","2.34618","82476","187147"
"1334756","Le Bidou","27","48.87622","2.29228","82475","187147"
"2715159","l atelier de jacques","15","48.87909","2.38486","82479","187147"
"1337573","Icosium","52","48.835297","2.323598","82477","187147"
"1739992","Le Tizzi","23","48.83419","2.32215","82477","187147"
"1065740","Le village","104","48.85385","2.36103","83325","187147"
"1334231","Picollo Rosso","9","48.89083","2.34581","83250","187147"
"1335662","L  Odyssee Restaurant","33","48.83479","2.32731","82477","187147"
"2436628","Tartes Kluger - Fabrique de Tartes","26","48.86364","2.3631","83332","187147"
"3574354","Cafe du Metro","78","48.85146","2.33101","83333","187147"
"1103260","Tugalik","55","48.84737","2.34308","82476","187147"
"2001209","Restaurant Josefin","154","48.856667","2.350987","83325","187147"
"2330043","Les Cop  s et Leurs Cuisines du Monde","79","48.83412","2.32229","82477","187147"
"3354875","Mariage Freres","25","48.85935","2.34073","82481","187147"
"815558","La Plage","21","48.85337","2.3793","83328","187147"
"2070364","Sum  - FERMÉ","3","48.86507","2.33311","82481","187147"
"787942","Gai Moulin Bistro","529","48.859184","2.353386","83325","187147"
"1036184","Sushi Shop","18","48.853977","2.269042","83330","187147"
"2366150","Restaurant Ko Fu Ku","41","48.86915","2.33411","83326","187147"
"778323","Ristorante Dino","114","48.85822","2.27355","83330","187147"
"1006778","Kintaro","32","48.88243","2.34107","83329","187147"
"2720803","Café Huitième","5","48.88118","2.31551","76102","187147"
"2067010","Dal  Isa  - FERMÉ","5","48.82855","2.35276","82480","187147"
"3575060","Le Vélocipède","13","48.86422","2.35119","83326","187147"
"782040","Juji-Ya","93","48.86746","2.33608","82481","187147"
"2037186","Le Tire-Bouchon","19","48.87402","2.30709","76102","187147"
"1638400","Les Gourmands de l  Ile","36","48.8519","2.356293","83325","187147"
"3331957","Da Vinci","30","48.83366","2.30426","83331","187147"
"1953873","Terra Mia  - FERMÉ","4","48.88679","2.32326","82475","187147"
"816881","Le Pachyderme","232","48.86796","2.36197","66451","187147"
"949438","L  ile de Goree","28","48.86706","2.37502","83328","187147"
"783817","Havanita","154","48.85396","2.37218","83328","187147"
"695224","Brasserie Mollard","1060","48.876236","2.331818","83329","187147"
"719948","Trattoria Bocconi","11","48.87272","2.30811","76102","187147"
"1371163","Le Gayridon  - FERMÉ","23","48.86367","2.36263","83332","187147"
"807891","Quick","146","48.8758","2.32683","83329","187147"
"1109788","Au Comptoir Nippon","163","48.82831","2.32674","82477","187147"
"3606548","La Belle Ferronnière","71","48.86932","2.30299","76102","187147"
"780115","Mme Shawn","195","48.87242","2.36309","66451","187147"
"810807","Le passy","148","48.85846","2.284209","83330","187147"
"1228889","R Cafe","123","48.87123","2.32396","76102","187147"
"3385529","L  Atlantique","136","48.84139","2.321931","83331","187147"
"3601818","La Veranda","25","48.84746","2.30582","83331","187147"
"2703578","Latin-St Germain","18","48.85113","2.34424","82476","187147"
"754493","The Moose","268","48.85173","2.33768","83333","187147"
"714999","Chez Ramona","40","48.871124","2.379527","82478","187147"
"695156","Azteca","131","48.86191","2.34247","82481","187147"
"715016","Coffee Parisien","246","48.85255","2.33443","83333","187147"
"719061","Le Cafe du passage","16","48.85249","2.37422","83328","187147"
"3371621","Au Petit Versailles Du Marais","30","48.8555","2.35773","83325","187147"
"1405633","Romantica caffe","160","48.85423","2.30957","83327","187147"
"793679","Le Trappiste","48","48.85737","2.34762","83325","187147"
"1329934","XVeme AVENUE","69","48.84435","2.320322","83331","187147"
"2663083","C  est Mon Plaisir","98","48.83114","2.31971","82477","187147"
"2201917","le village ronsard","156","48.84983","2.34959","82476","187147"
"783430","Le Domaine Leopold","50","48.866634","2.345452","83326","187147"
"695222","Brasserie Lipp","1742","48.85379","2.33244","83333","187147"
"1035642","Cielito Lindo","11","48.85383","2.37245","83328","187147"
"1062071","Au Bistrot de la Place","204","48.855347","2.362651","83325","187147"
"2423745","Matsuri Marbeuf","121","48.86893","2.30414","76102","187147"
"1140914","Royal Orsay","74","48.85988","2.32507","83327","187147"
"1390883","Angelina - Maillot","26","48.87845","2.28286","82475","187147"
"805630","Derya","81","48.87061","2.353121","66451","187147"
"2428753","L  Empire Celeste","40","48.84568","2.34219","82476","187147"
"796611","Watt","94","48.85059","2.34473","82476","187147"
"1943745","Tan Mydo","32","48.82504","2.36222","82480","187147"
"2325781","Le Nouveau Carillon","103","48.88373","2.33955","83250","187147"
"938683","Le Crocodile","41","48.8457","2.34211","82476","187147"
"2012837","Palais d  Archana","30","48.85423","2.3963","82478","187147"
"2001247","Tapas Nocturnes","73","48.856667","2.350987","83325","187147"
"1035646","Columbus Cafe","52","48.8572","2.3573","83325","187147"
"3257684","Tablapizza","154","48.88322","2.32754","83329","187147"
"715064","El Palenque","127","48.8493","2.34879","82476","187147"
"1804674","Riad Nejma","374","48.86139","2.35155","83325","187147"
"3702559","Restaurant Le Coq de la Maison Blanche","80","48.89931","2.306698","66272","187147"
